idx,date,week,day,time,id,step,loc
596,09월 11일,4,2,9:30,아침수업,,강남
597,09월 11일,4,2,10:00,아침수업,,강남
598,09월 11일,4,2,10:30,아침수업,,강남
599,09월 11일,4,2,11:00,아침수업,,강남
600,09월 11일,4,2,11:30,아침수업,,강남
601,09월 11일,4,2,12:00,아침수업,,강남
602,09월 11일,4,2,12:30,아침수업,,강남
603,09월 11일,4,2,13:00,아침수업,,강남
604,09월 11일,4,2,13:30,아침수업,,강남
605,09월 11일,4,2,14:00,,,강남
606,09월 11일,4,2,14:30,,,강남
607,09월 11일,4,2,15:00,,,강남
608,09월 11일,4,2,15:30,,,강남
609,09월 11일,4,2,16:00,,,강남
610,09월 11일,4,2,16:30,,,강남
611,09월 11일,4,2,17:00,,,강남
612,09월 11일,4,2,17:30,,,강남
613,09월 11일,4,2,18:00,,,강남
614,09월 11일,4,2,18:30,저녁수업,,강남
615,09월 11일,4,2,19:00,저녁수업,,강남
616,09월 11일,4,2,19:30,저녁수업,,강남
617,09월 11일,4,2,20:00,저녁수업,,강남
618,09월 11일,4,2,20:30,저녁수업,,강남
619,09월 11일,4,2,21:00,저녁수업,,강남
620,09월 11일,4,2,21:30,저녁수업,,강남
621,09월 11일,4,2,22:00,저녁수업,,강남
622,09월 12일,4,3,9:00,아침수업,,신촌
623,09월 12일,4,3,9:30,아침수업,,신촌
624,09월 12일,4,3,10:00,아침수업,,신촌
625,09월 12일,4,3,10:30,아침수업,,신촌
626,09월 12일,4,3,11:00,아침수업,,신촌
627,09월 12일,4,3,11:30,아침수업,,신촌
628,09월 12일,4,3,12:00,아침수업,,신촌
629,09월 12일,4,3,12:30,아침수업,,신촌
630,09월 12일,4,3,13:00,아침수업,,신촌
631,09월 12일,4,3,13:30,아침수업,,신촌
632,09월 12일,4,3,14:00,,,신촌
633,09월 12일,4,3,14:30,,,신촌
634,09월 12일,4,3,15:00,,,신촌
635,09월 12일,4,3,15:30,,,신촌
636,09월 12일,4,3,16:00,,,신촌
637,09월 12일,4,3,16:30,,,신촌
638,09월 12일,4,3,17:00,,,신촌
639,09월 12일,4,3,17:30,,,신촌
640,09월 12일,4,3,18:00,,,신촌
641,09월 12일,4,3,18:30,저녁수업,,신촌
642,09월 12일,4,3,19:00,저녁수업,,신촌
643,09월 12일,4,3,19:30,저녁수업,,신촌
644,09월 12일,4,3,20:00,저녁수업,,신촌
645,09월 12일,4,3,20:30,저녁수업,,신촌
646,09월 12일,4,3,21:00,저녁수업,,신촌
647,09월 12일,4,3,21:30,저녁수업,,신촌
648,09월 12일,4,3,22:00,저녁수업,,신촌
649,09월 13일,4,4,9:00,아침수업,,강남
650,09월 13일,4,4,9:30,아침수업,,강남
651,09월 13일,4,4,10:00,아침수업,,강남
652,09월 13일,4,4,10:30,아침수업,,강남
653,09월 13일,4,4,11:00,아침수업,,강남
654,09월 13일,4,4,11:30,아침수업,,강남
655,09월 13일,4,4,12:00,아침수업,,강남
656,09월 13일,4,4,12:30,아침수업,,강남
657,09월 13일,4,4,13:00,아침수업,,강남
658,09월 13일,4,4,13:30,아침수업,,강남
659,09월 13일,4,4,14:00,,,강남
660,09월 13일,4,4,14:30,,,강남
661,09월 13일,4,4,15:00,,,강남
662,09월 13일,4,4,15:30,,,강남
663,09월 13일,4,4,16:00,,,강남
664,09월 13일,4,4,16:30,,,강남
665,09월 13일,4,4,17:00,,,강남
666,09월 13일,4,4,17:30,,,강남
667,09월 13일,4,4,18:00,,,강남
668,09월 13일,4,4,18:30,저녁수업,,강남
669,09월 13일,4,4,19:00,저녁수업,,강남
670,09월 13일,4,4,19:30,저녁수업,,강남
671,09월 13일,4,4,20:00,저녁수업,,강남
672,09월 13일,4,4,20:30,저녁수업,,강남
673,09월 13일,4,4,21:00,저녁수업,,강남
674,09월 13일,4,4,21:30,저녁수업,,강남
675,09월 13일,4,4,22:00,저녁수업,,강남
676,09월 14일,4,5,9:00,,,강남
677,09월 14일,4,5,9:30,,,강남
678,09월 14일,4,5,10:00,,,강남
679,09월 14일,4,5,10:30,,,강남
680,09월 14일,4,5,11:00,,,강남
681,09월 14일,4,5,11:30,,,강남
682,09월 14일,4,5,12:00,,,강남
683,09월 14일,4,5,12:30,,,강남
684,09월 14일,4,5,13:00,,,강남
685,09월 14일,4,5,13:30,,,강남
686,09월 14일,4,5,14:00,,,강남
687,09월 14일,4,5,14:30,,,강남
688,09월 14일,4,5,15:00,,,강남
689,09월 14일,4,5,15:30,,,강남
690,09월 14일,4,5,16:00,,,강남
691,09월 14일,4,5,16:30,,,강남
692,09월 14일,4,5,17:00,,,강남
693,09월 14일,4,5,17:30,,,강남
694,09월 14일,4,5,18:00,,,강남
695,09월 14일,4,5,18:30,,,강남
696,09월 14일,4,5,19:00,,,강남
697,09월 14일,4,5,19:30,,,강남
698,09월 14일,4,5,20:00,,,강남
699,09월 14일,4,5,20:30,,,강남
700,09월 14일,4,5,21:00,,,강남
701,09월 14일,4,5,21:30,,,강남
702,09월 14일,4,5,22:00,,,강남
703,09월 15일,4,6,9:00,아침수업,,강남
704,09월 15일,4,6,9:30,아침수업,,강남
705,09월 15일,4,6,10:00,아침수업,,강남
706,09월 15일,4,6,10:30,아침수업,,강남
707,09월 15일,4,6,11:00,아침수업,,강남
708,09월 15일,4,6,11:30,아침수업,,강남
709,09월 15일,4,6,12:00,아침수업,,강남
710,09월 15일,4,6,12:30,아침수업,,강남
711,09월 15일,4,6,13:00,아침수업,,강남
712,09월 15일,4,6,13:30,아침수업,,강남
713,09월 15일,4,6,14:00,,,강남
714,09월 15일,4,6,14:30,,,강남
715,09월 15일,4,6,15:00,,,강남
716,09월 15일,4,6,15:30,,,강남
717,09월 15일,4,6,16:00,,,강남
718,09월 15일,4,6,16:30,,,강남
719,09월 15일,4,6,17:00,,,강남
720,09월 15일,4,6,17:30,,,강남
721,09월 15일,4,6,18:00,,,강남
722,09월 15일,4,6,18:30,,,강남
723,09월 15일,4,6,19:00,,,강남
724,09월 15일,4,6,19:30,,,강남
725,09월 15일,4,6,20:00,,,강남
726,09월 15일,4,6,20:30,,,강남
727,09월 15일,4,6,21:00,,,강남
728,09월 15일,4,6,21:30,,,강남
729,09월 15일,4,6,22:00,,,강남
730,09월 16일,4,7,9:00,아침수업,,강남
731,09월 16일,4,7,9:30,아침수업,,강남
732,09월 16일,4,7,10:00,아침수업,,강남
733,09월 16일,4,7,10:30,아침수업,,강남
734,09월 16일,4,7,11:00,아침수업,,강남
735,09월 16일,4,7,11:30,아침수업,,강남
736,09월 16일,4,7,12:00,아침수업,,강남
737,09월 16일,4,7,12:30,아침수업,,강남
738,09월 16일,4,7,13:00,아침수업,,강남
739,09월 16일,4,7,13:30,아침수업,,강남
740,09월 16일,4,7,14:00,,,강남
741,09월 16일,4,7,14:30,,,강남
742,09월 16일,4,7,15:00,,,강남
743,09월 16일,4,7,15:30,,,강남
744,09월 16일,4,7,16:00,,,강남
745,09월 16일,4,7,16:30,,,강남
746,09월 16일,4,7,17:00,,,강남
747,09월 16일,4,7,17:30,,,강남
748,09월 16일,4,7,18:00,,,강남
749,09월 16일,4,7,18:30,,,강남
750,09월 16일,4,7,19:00,,,강남
751,09월 16일,4,7,19:30,,,강남
752,09월 16일,4,7,20:00,,,강남
753,09월 16일,4,7,20:30,,,강남
754,09월 16일,4,7,21:00,,,강남
755,09월 16일,4,7,21:30,,,강남
756,09월 16일,4,7,22:00,,,강남
757,09월 17일,5,1,9:00,아침수업,,신촌
758,09월 17일,5,1,9:30,아침수업,,신촌
759,09월 17일,5,1,10:00,아침수업,,신촌
760,09월 17일,5,1,10:30,아침수업,,신촌
761,09월 17일,5,1,11:00,아침수업,,신촌
762,09월 17일,5,1,11:30,아침수업,,신촌
763,09월 17일,5,1,12:00,아침수업,,신촌
764,09월 17일,5,1,12:30,아침수업,,신촌
765,09월 17일,5,1,13:00,아침수업,,신촌
766,09월 17일,5,1,13:30,아침수업,,신촌
767,09월 17일,5,1,14:00,,,신촌
768,09월 17일,5,1,14:30,,,신촌
769,09월 17일,5,1,15:00,,,신촌
770,09월 17일,5,1,15:30,,,신촌
771,09월 17일,5,1,16:00,,,신촌
772,09월 17일,5,1,16:30,,,신촌
773,09월 17일,5,1,17:00,,,신촌
774,09월 17일,5,1,17:30,,,신촌
775,09월 17일,5,1,18:00,,,신촌
776,09월 17일,5,1,18:30,저녁수업,,신촌
777,09월 17일,5,1,19:00,저녁수업,,신촌
778,09월 17일,5,1,19:30,저녁수업,,신촌
779,09월 17일,5,1,20:00,저녁수업,,신촌
780,09월 17일,5,1,20:30,저녁수업,,신촌
781,09월 17일,5,1,21:00,저녁수업,,신촌
782,09월 17일,5,1,21:30,저녁수업,,신촌
783,09월 17일,5,1,22:00,저녁수업,,신촌
784,09월 18일,5,2,9:00,아침수업,,강남
785,09월 18일,5,2,9:30,아침수업,,강남
786,09월 18일,5,2,10:00,아침수업,,강남
787,09월 18일,5,2,10:30,아침수업,,강남
788,09월 18일,5,2,11:00,아침수업,,강남
789,09월 18일,5,2,11:30,아침수업,,강남
790,09월 18일,5,2,12:00,아침수업,,강남
791,09월 18일,5,2,12:30,아침수업,,강남
792,09월 18일,5,2,13:00,아침수업,,강남
793,09월 18일,5,2,13:30,아침수업,,강남
794,09월 18일,5,2,14:00,,,강남
795,09월 18일,5,2,14:30,,,강남
796,09월 18일,5,2,15:00,,,강남
797,09월 18일,5,2,15:30,,,강남
798,09월 18일,5,2,16:00,,,강남
799,09월 18일,5,2,16:30,,,강남
800,09월 18일,5,2,17:00,,,강남
801,09월 18일,5,2,17:30,,,강남
802,09월 18일,5,2,18:00,,,강남
803,09월 18일,5,2,18:30,저녁수업,,강남
804,09월 18일,5,2,19:00,저녁수업,,강남
805,09월 18일,5,2,19:30,저녁수업,,강남
806,09월 18일,5,2,20:00,저녁수업,,강남
807,09월 18일,5,2,20:30,저녁수업,,강남
808,09월 18일,5,2,21:00,저녁수업,,강남
809,09월 18일,5,2,21:30,저녁수업,,강남
810,09월 18일,5,2,22:00,저녁수업,,강남
811,09월 19일,5,3,9:00,아침수업,,신촌
812,09월 19일,5,3,9:30,아침수업,,신촌
813,09월 19일,5,3,10:00,아침수업,,신촌
814,09월 19일,5,3,10:30,아침수업,,신촌
815,09월 19일,5,3,11:00,아침수업,,신촌
816,09월 19일,5,3,11:30,아침수업,,신촌
817,09월 19일,5,3,12:00,아침수업,,신촌
818,09월 19일,5,3,12:30,아침수업,,신촌
819,09월 19일,5,3,13:00,아침수업,,신촌
820,09월 19일,5,3,13:30,아침수업,,신촌
821,09월 19일,5,3,14:00,,,신촌
822,09월 19일,5,3,14:30,,,신촌
823,09월 19일,5,3,15:00,,,신촌
824,09월 19일,5,3,15:30,,,신촌
825,09월 19일,5,3,16:00,,,신촌
826,09월 19일,5,3,16:30,,,신촌
827,09월 19일,5,3,17:00,,,신촌
828,09월 19일,5,3,17:30,,,신촌
829,09월 19일,5,3,18:00,,,신촌
830,09월 19일,5,3,18:30,저녁수업,,신촌
831,09월 19일,5,3,19:00,저녁수업,,신촌
832,09월 19일,5,3,19:30,저녁수업,,신촌
833,09월 19일,5,3,20:00,저녁수업,,신촌
834,09월 19일,5,3,20:30,저녁수업,,신촌
835,09월 19일,5,3,21:00,저녁수업,,신촌
836,09월 19일,5,3,21:30,저녁수업,,신촌
837,09월 19일,5,3,22:00,저녁수업,,신촌
838,09월 20일,5,4,9:00,아침수업,,강남
839,09월 20일,5,4,9:30,아침수업,,강남
840,09월 20일,5,4,10:00,아침수업,,강남
841,09월 20일,5,4,10:30,아침수업,,강남
842,09월 20일,5,4,11:00,아침수업,,강남
843,09월 20일,5,4,11:30,아침수업,,강남
844,09월 20일,5,4,12:00,아침수업,,강남
845,09월 20일,5,4,12:30,아침수업,,강남
846,09월 20일,5,4,13:00,아침수업,,강남
847,09월 20일,5,4,13:30,아침수업,,강남
848,09월 20일,5,4,14:00,,,강남
849,09월 20일,5,4,14:30,,,강남
850,09월 20일,5,4,15:00,,,강남
851,09월 20일,5,4,15:30,,,강남
852,09월 20일,5,4,16:00,,,강남
853,09월 20일,5,4,16:30,,,강남
854,09월 20일,5,4,17:00,,,강남
855,09월 20일,5,4,17:30,,,강남
856,09월 20일,5,4,18:00,,,강남
857,09월 20일,5,4,18:30,저녁수업,,강남
858,09월 20일,5,4,19:00,저녁수업,,강남
859,09월 20일,5,4,19:30,저녁수업,,강남
860,09월 20일,5,4,20:00,저녁수업,,강남
861,09월 20일,5,4,20:30,저녁수업,,강남
862,09월 20일,5,4,21:00,저녁수업,,강남
863,09월 20일,5,4,21:30,저녁수업,,강남
864,09월 20일,5,4,22:00,저녁수업,,강남
865,09월 21일,5,5,9:00,,,강남
866,09월 21일,5,5,9:30,,,강남
867,09월 21일,5,5,10:00,,,강남
868,09월 21일,5,5,10:30,,,강남
869,09월 21일,5,5,11:00,,,강남
870,09월 21일,5,5,11:30,,,강남
871,09월 21일,5,5,12:00,,,강남
872,09월 21일,5,5,12:30,,,강남
873,09월 21일,5,5,13:00,,,강남
874,09월 21일,5,5,13:30,,,강남
875,09월 21일,5,5,14:00,,,강남
876,09월 21일,5,5,14:30,,,강남
877,09월 21일,5,5,15:00,,,강남
878,09월 21일,5,5,15:30,,,강남
879,09월 21일,5,5,16:00,,,강남
880,09월 21일,5,5,16:30,,,강남
881,09월 21일,5,5,17:00,,,강남
882,09월 21일,5,5,17:30,,,강남
883,09월 21일,5,5,18:00,,,강남
884,09월 21일,5,5,18:30,,,강남
885,09월 21일,5,5,19:00,,,강남
886,09월 21일,5,5,19:30,,,강남
887,09월 21일,5,5,20:00,,,강남
888,09월 21일,5,5,20:30,,,강남
889,09월 21일,5,5,21:00,,,강남
890,09월 21일,5,5,21:30,,,강남
891,09월 21일,5,5,22:00,,,강남
892,09월 22일,5,6,9:00,아침수업,,강남
893,09월 22일,5,6,9:30,아침수업,,강남
894,09월 22일,5,6,10:00,아침수업,,강남
895,09월 22일,5,6,10:30,아침수업,,강남
896,09월 22일,5,6,11:00,아침수업,,강남
897,09월 22일,5,6,11:30,아침수업,,강남
898,09월 22일,5,6,12:00,아침수업,,강남
899,09월 22일,5,6,12:30,아침수업,,강남
900,09월 22일,5,6,13:00,아침수업,,강남
901,09월 22일,5,6,13:30,아침수업,,강남
902,09월 22일,5,6,14:00,,,강남
903,09월 22일,5,6,14:30,,,강남
904,09월 22일,5,6,15:00,,,강남
905,09월 22일,5,6,15:30,,,강남
906,09월 22일,5,6,16:00,,,강남
907,09월 22일,5,6,16:30,,,강남
908,09월 22일,5,6,17:00,,,강남
909,09월 22일,5,6,17:30,,,강남
910,09월 22일,5,6,18:00,,,강남
911,09월 22일,5,6,18:30,,,강남
912,09월 22일,5,6,19:00,,,강남
913,09월 22일,5,6,19:30,,,강남
914,09월 22일,5,6,20:00,,,강남
915,09월 22일,5,6,20:30,,,강남
916,09월 22일,5,6,21:00,,,강남
917,09월 22일,5,6,21:30,,,강남
918,09월 22일,5,6,22:00,,,강남
919,09월 23일,5,7,9:00,아침수업,,강남
920,09월 23일,5,7,9:30,아침수업,,강남
921,09월 23일,5,7,10:00,아침수업,,강남
922,09월 23일,5,7,10:30,아침수업,,강남
923,09월 23일,5,7,11:00,아침수업,,강남
924,09월 23일,5,7,11:30,아침수업,,강남
925,09월 23일,5,7,12:00,아침수업,,강남
926,09월 23일,5,7,12:30,아침수업,,강남
927,09월 23일,5,7,13:00,아침수업,,강남
928,09월 23일,5,7,13:30,아침수업,,강남
929,09월 23일,5,7,14:00,,,강남
930,09월 23일,5,7,14:30,,,강남
931,09월 23일,5,7,15:00,,,강남
932,09월 23일,5,7,15:30,,,강남
933,09월 23일,5,7,16:00,,,강남
934,09월 23일,5,7,16:30,,,강남
935,09월 23일,5,7,17:00,,,강남
936,09월 23일,5,7,17:30,,,강남
937,09월 23일,5,7,18:00,,,강남
938,09월 23일,5,7,18:30,,,강남
939,09월 23일,5,7,19:00,,,강남
940,09월 23일,5,7,19:30,,,강남
941,09월 23일,5,7,20:00,,,강남
942,09월 23일,5,7,20:30,,,강남
943,09월 23일,5,7,21:00,,,강남
944,09월 23일,5,7,21:30,,,강남
945,09월 23일,5,7,22:00,,,강남
946,09월 24일,6,1,9:00,,,신촌
947,09월 24일,6,1,9:30,,,신촌
948,09월 24일,6,1,10:00,,,신촌
949,09월 24일,6,1,10:30,,,신촌
950,09월 24일,6,1,11:00,,,신촌
951,09월 24일,6,1,11:30,,,신촌
952,09월 24일,6,1,12:00,,,신촌
953,09월 24일,6,1,12:30,,,신촌
954,09월 24일,6,1,13:00,,,신촌
955,09월 24일,6,1,13:30,,,신촌
956,09월 24일,6,1,14:00,,,신촌
957,09월 24일,6,1,14:30,,,신촌
958,09월 24일,6,1,15:00,,,신촌
959,09월 24일,6,1,15:30,,,신촌
960,09월 24일,6,1,16:00,,,신촌
961,09월 24일,6,1,16:30,,,신촌
962,09월 24일,6,1,17:00,,,신촌
963,09월 24일,6,1,17:30,,,신촌
964,09월 24일,6,1,18:00,,,신촌
965,09월 24일,6,1,18:30,,,신촌
966,09월 24일,6,1,19:00,,,신촌
967,09월 24일,6,1,19:30,,,신촌
968,09월 24일,6,1,20:00,,,신촌
969,09월 24일,6,1,20:30,,,신촌
970,09월 24일,6,1,21:00,,,신촌
971,09월 24일,6,1,21:30,,,신촌
972,09월 24일,6,1,22:00,,,신촌
973,09월 25일,6,2,9:00,,,강남
974,09월 25일,6,2,9:30,,,강남
975,09월 25일,6,2,10:00,,,강남
976,09월 25일,6,2,10:30,,,강남
977,09월 25일,6,2,11:00,,,강남
978,09월 25일,6,2,11:30,,,강남
979,09월 25일,6,2,12:00,,,강남
980,09월 25일,6,2,12:30,,,강남
981,09월 25일,6,2,13:00,,,강남
982,09월 25일,6,2,13:30,,,강남
983,09월 25일,6,2,14:00,,,강남
984,09월 25일,6,2,14:30,,,강남
985,09월 25일,6,2,15:00,,,강남
986,09월 25일,6,2,15:30,,,강남
987,09월 25일,6,2,16:00,,,강남
988,09월 25일,6,2,16:30,,,강남
989,09월 25일,6,2,17:00,,,강남
990,09월 25일,6,2,17:30,,,강남
991,09월 25일,6,2,18:00,,,강남
992,09월 25일,6,2,18:30,,,강남
993,09월 25일,6,2,19:00,,,강남
994,09월 25일,6,2,19:30,,,강남
995,09월 25일,6,2,20:00,,,강남
996,09월 25일,6,2,20:30,,,강남
997,09월 25일,6,2,21:00,,,강남
998,09월 25일,6,2,21:30,,,강남
999,09월 25일,6,2,22:00,,,강남
1000,09월 26일,6,3,9:00,,,신촌
1001,09월 26일,6,3,9:30,,,신촌
1002,09월 26일,6,3,10:00,,,신촌
1003,09월 26일,6,3,10:30,,,신촌
1004,09월 26일,6,3,11:00,,,신촌
1005,09월 26일,6,3,11:30,,,신촌
1006,09월 26일,6,3,12:00,,,신촌
1007,09월 26일,6,3,12:30,,,신촌
1008,09월 26일,6,3,13:00,,,신촌
1009,09월 26일,6,3,13:30,,,신촌
1010,09월 26일,6,3,14:00,,,신촌
1011,09월 26일,6,3,14:30,,,신촌
1012,09월 26일,6,3,15:00,,,신촌
1013,09월 26일,6,3,15:30,,,신촌
1014,09월 26일,6,3,16:00,,,신촌
1015,09월 26일,6,3,16:30,,,신촌
1016,09월 26일,6,3,17:00,,,신촌
1017,09월 26일,6,3,17:30,,,신촌
1018,09월 26일,6,3,18:00,,,신촌
1019,09월 26일,6,3,18:30,,,신촌
1020,09월 26일,6,3,19:00,,,신촌
1021,09월 26일,6,3,19:30,,,신촌
1022,09월 26일,6,3,20:00,,,신촌
1023,09월 26일,6,3,20:30,,,신촌
1024,09월 26일,6,3,21:00,,,신촌
1025,09월 26일,6,3,21:30,,,신촌
1026,09월 26일,6,3,22:00,,,신촌
1027,09월 27일,6,4,9:00,,,강남
1028,09월 27일,6,4,9:30,,,강남
1029,09월 27일,6,4,10:00,,,강남
1030,09월 27일,6,4,10:30,,,강남
1031,09월 27일,6,4,11:00,,,강남
1032,09월 27일,6,4,11:30,,,강남
1033,09월 27일,6,4,12:00,,,강남
1034,09월 27일,6,4,12:30,,,강남
1035,09월 27일,6,4,13:00,,,강남
1036,09월 27일,6,4,13:30,,,강남
1037,09월 27일,6,4,14:00,,,강남
1038,09월 27일,6,4,14:30,,,강남
1039,09월 27일,6,4,15:00,,,강남
1040,09월 27일,6,4,15:30,,,강남
1041,09월 27일,6,4,16:00,,,강남
1042,09월 27일,6,4,16:30,,,강남
1043,09월 27일,6,4,17:00,,,강남
1044,09월 27일,6,4,17:30,,,강남
1045,09월 27일,6,4,18:00,,,강남
1046,09월 27일,6,4,18:30,,,강남
1047,09월 27일,6,4,19:00,,,강남
1048,09월 27일,6,4,19:30,,,강남
1049,09월 27일,6,4,20:00,,,강남
1050,09월 27일,6,4,20:30,,,강남
1051,09월 27일,6,4,21:00,,,강남
1052,09월 27일,6,4,21:30,,,강남
1053,09월 27일,6,4,22:00,,,강남
1054,09월 28일,6,5,9:00,,,강남
1055,09월 28일,6,5,9:30,,,강남
1056,09월 28일,6,5,10:00,,,강남
1057,09월 28일,6,5,10:30,,,강남
1058,09월 28일,6,5,11:00,,,강남
1059,09월 28일,6,5,11:30,,,강남
1060,09월 28일,6,5,12:00,,,강남
1061,09월 28일,6,5,12:30,,,강남
1062,09월 28일,6,5,13:00,,,강남
1063,09월 28일,6,5,13:30,,,강남
1064,09월 28일,6,5,14:00,,,강남
1065,09월 28일,6,5,14:30,,,강남
1066,09월 28일,6,5,15:00,,,강남
1067,09월 28일,6,5,15:30,,,강남
1068,09월 28일,6,5,16:00,,,강남
1069,09월 28일,6,5,16:30,,,강남
1070,09월 28일,6,5,17:00,,,강남
1071,09월 28일,6,5,17:30,,,강남
1072,09월 28일,6,5,18:00,,,강남
1073,09월 28일,6,5,18:30,,,강남
1074,09월 28일,6,5,19:00,,,강남
1075,09월 28일,6,5,19:30,,,강남
1076,09월 28일,6,5,20:00,,,강남
1077,09월 28일,6,5,20:30,,,강남
1078,09월 28일,6,5,21:00,,,강남
1079,09월 28일,6,5,21:30,,,강남
1080,09월 28일,6,5,22:00,,,강남
1081,09월 29일,6,6,9:00,,,강남
1082,09월 29일,6,6,9:30,,,강남
1083,09월 29일,6,6,10:00,,,강남
1084,09월 29일,6,6,10:30,,,강남
1085,09월 29일,6,6,11:00,,,강남
1086,09월 29일,6,6,11:30,,,강남
1087,09월 29일,6,6,12:00,,,강남
1088,09월 29일,6,6,12:30,,,강남
1089,09월 29일,6,6,13:00,,,강남
1090,09월 29일,6,6,13:30,,,강남
1091,09월 29일,6,6,14:00,,,강남
1092,09월 29일,6,6,14:30,,,강남
1093,09월 29일,6,6,15:00,,,강남
1094,09월 29일,6,6,15:30,,,강남
1095,09월 29일,6,6,16:00,,,강남
1096,09월 29일,6,6,16:30,,,강남
1097,09월 29일,6,6,17:00,,,강남
1098,09월 29일,6,6,17:30,,,강남
1099,09월 29일,6,6,18:00,,,강남
1100,09월 29일,6,6,18:30,,,강남
1101,09월 29일,6,6,19:00,,,강남
1102,09월 29일,6,6,19:30,,,강남
1103,09월 29일,6,6,20:00,,,강남
1104,09월 29일,6,6,20:30,,,강남
1105,09월 29일,6,6,21:00,,,강남
1106,09월 29일,6,6,21:30,,,강남
1107,09월 29일,6,6,22:00,,,강남
1108,09월 30일,6,7,9:00,,,강남
1109,09월 30일,6,7,9:30,,,강남
1110,09월 30일,6,7,10:00,,,강남
1111,09월 30일,6,7,10:30,,,강남
1112,09월 30일,6,7,11:00,,,강남
1113,09월 30일,6,7,11:30,,,강남
1114,09월 30일,6,7,12:00,,,강남
1115,09월 30일,6,7,12:30,,,강남
1116,09월 30일,6,7,13:00,,,강남
1117,09월 30일,6,7,13:30,,,강남
1118,09월 30일,6,7,14:00,,,강남
1119,09월 30일,6,7,14:30,,,강남
1120,09월 30일,6,7,15:00,,,강남
1121,09월 30일,6,7,15:30,,,강남
1122,09월 30일,6,7,16:00,,,강남
1123,09월 30일,6,7,16:30,,,강남
1124,09월 30일,6,7,17:00,,,강남
1125,09월 30일,6,7,17:30,,,강남
1126,09월 30일,6,7,18:00,,,강남
1127,09월 30일,6,7,18:30,,,강남
1128,09월 30일,6,7,19:00,,,강남
1129,09월 30일,6,7,19:30,,,강남
1130,09월 30일,6,7,20:00,,,강남
1131,09월 30일,6,7,20:30,,,강남
1132,09월 30일,6,7,21:00,,,강남
1133,09월 30일,6,7,21:30,,,강남
1134,09월 30일,6,7,22:00,,,강남
1135,10월 01일,7,1,9:00,,,
1136,10월 01일,7,1,9:30,,,
1137,10월 01일,7,1,10:00,,,
1138,10월 01일,7,1,10:30,,,
1139,10월 01일,7,1,11:00,,,
1140,10월 01일,7,1,11:30,,,
1141,10월 01일,7,1,12:00,,,
1142,10월 01일,7,1,12:30,,,
1143,10월 01일,7,1,13:00,,,
1144,10월 01일,7,1,13:30,,,
1145,10월 01일,7,1,14:00,,,
1146,10월 01일,7,1,14:30,,,
1147,10월 01일,7,1,15:00,,,
1148,10월 01일,7,1,15:30,,,
1149,10월 01일,7,1,16:00,,,
1150,10월 01일,7,1,16:30,,,
1151,10월 01일,7,1,17:00,,,
1152,10월 01일,7,1,17:30,,,
1153,10월 01일,7,1,18:00,,,
1154,10월 01일,7,1,18:30,,,
1155,10월 01일,7,1,19:00,,,
1156,10월 01일,7,1,19:30,,,
1157,10월 01일,7,1,20:00,,,
1158,10월 01일,7,1,20:30,,,
1159,10월 01일,7,1,21:00,,,
1160,10월 01일,7,1,21:30,,,
1161,10월 01일,7,1,22:00,,,
1162,10월 02일,7,2,9:00,,,
1163,10월 02일,7,2,9:30,,,
1164,10월 02일,7,2,10:00,,,
1165,10월 02일,7,2,10:30,,,
1166,10월 02일,7,2,11:00,,,
1167,10월 02일,7,2,11:30,,,
1168,10월 02일,7,2,12:00,,,
1169,10월 02일,7,2,12:30,,,
1170,10월 02일,7,2,13:00,,,
1171,10월 02일,7,2,13:30,,,
1172,10월 02일,7,2,14:00,,,
1173,10월 02일,7,2,14:30,,,
1174,10월 02일,7,2,15:00,,,
1175,10월 02일,7,2,15:30,,,
1176,10월 02일,7,2,16:00,,,
1177,10월 02일,7,2,16:30,,,
1178,10월 02일,7,2,17:00,,,
1179,10월 02일,7,2,17:30,,,
1180,10월 02일,7,2,18:00,,,
1181,10월 02일,7,2,18:30,,,
1182,10월 02일,7,2,19:00,,,
1183,10월 02일,7,2,19:30,,,
1184,10월 02일,7,2,20:00,,,
1185,10월 02일,7,2,20:30,,,
1186,10월 02일,7,2,21:00,,,
1187,10월 02일,7,2,21:30,,,
1188,10월 02일,7,2,22:00,,,
1189,10월 03일,7,3,9:00,,,
1190,10월 03일,7,3,9:30,,,
1191,10월 03일,7,3,10:00,,,
1192,10월 03일,7,3,10:30,,,
1193,10월 03일,7,3,11:00,,,
1194,10월 03일,7,3,11:30,,,
1195,10월 03일,7,3,12:00,,,
1196,10월 03일,7,3,12:30,,,
1197,10월 03일,7,3,13:00,,,
1198,10월 03일,7,3,13:30,,,
1199,10월 03일,7,3,14:00,,,
1200,10월 03일,7,3,14:30,,,
1201,10월 03일,7,3,15:00,,,
1202,10월 03일,7,3,15:30,,,
1203,10월 03일,7,3,16:00,,,
1204,10월 03일,7,3,16:30,,,
1205,10월 03일,7,3,17:00,,,
1206,10월 03일,7,3,17:30,,,
1207,10월 03일,7,3,18:00,,,
1208,10월 03일,7,3,18:30,,,
1209,10월 03일,7,3,19:00,,,
1210,10월 03일,7,3,19:30,,,
1211,10월 03일,7,3,20:00,,,
1212,10월 03일,7,3,20:30,,,
1213,10월 03일,7,3,21:00,,,
1214,10월 03일,7,3,21:30,,,
1215,10월 03일,7,3,22:00,,,
1216,10월 04일,7,4,9:00,,,
1217,10월 04일,7,4,9:30,,,
